Title;Description;Asset type;Tags
AdobeStock_536851737;Focus on a flag of  United Arab Emirates flag against Abra - old traditional wooden boat and Grand Bur Dubai Masjid Mosque on the bay Creek in Dubai;Photos;sea,uae,cityscape,emirates,tower,boat,urban,flag,travel,river,symbol,building,abra,landmark,city,historic,traditional
Employer Branding - 30;;Photos;branding,employer branding,marketing,human resources,HR,employer branding campaign,marketing materials,HR marketing,ABB employer branding,employer
Switchgear from 1901;First high-voltage oil circuit-breaker for 8000V. built 1897;Photos;high-voltage oil circuit-breaker,1897,historical image,switchgear
Employer Branding - 44;;Photos;branding,employer branding,marketing,human resources,HR,employer branding campaign,marketing materials,HR marketing,ABB employer branding,employer
GettyImages_1284184309;Woman using mobile phone in the holographic background;Photos;GettyImages,Getty Images,woman,holographic,background,mobile phone,using mobile phone,holographic background
NASCAR media images - 10;;Photos;race,engineered to outrun,car,nascar,motorsport,sport,electrification,race car,abb,electric car
Vertical Propeller Pump ​;"Pump type: Vertical Propeller pump (Extreme volume, low head)​

Typical application: Flood pumping, Drainage, Flood irrigation​

Typical segment: W&WW, F&B​

Typical power range: 7.5kW – 1MW​

Actual motor: 110kW/400V/6 pole/B5
​

Additional info: ​

The pump is basically just a propeller in a tube. The volume pumped can be extreme, but the typical head is below 10m​

Very common in flood applications and for filling ponds for flood irrigation. Typically, more pumps are installed at the installation site. ​";Photos;flood irrigation,drainage,flood pumping,W&WW,vertical,F&B,F&B application,food and beverage,vertical propeller pump,pump,propeller pump
Vertical Propeller Pump ​;"Pump type: Vertical Propeller pump (Extreme volume, low head)​

Typical application: Flood pumping, Drainage, Flood irrigation​

Typical segment: W&WW, F&B​

Typical power range: 7.5kW – 1MW​

Actual motor: 110kW/400V/6 pole/B5
​

Additional info: ​

The pump is basically just a propeller in a tube. The volume pumped can be extreme, but the typical head is below 10m​

Very common in flood applications and for filling ponds for flood irrigation. Typically, more pumps are installed at the installation site. ​";Photos;flood irrigation,drainage,flood pumping,W&WW,vertical,F&B,F&B application,food and beverage,vertical propeller pump,pump,propeller pump
Vertical Propeller Pump ​;"Pump type: Vertical Propeller pump (Extreme volume, low head)​

Typical application: Flood pumping, Drainage, Flood irrigation​

Typical segment: W&WW, F&B​

Typical power range: 7.5kW – 1MW​

Actual motor: 110kW/400V/6 pole/B5
​

Additional info: ​

The pump is basically just a propeller in a tube. The volume pumped can be extreme, but the typical head is below 10m​

Very common in flood applications and for filling ponds for flood irrigation. Typically, more pumps are installed at the installation site. ​";Photos;flood irrigation,drainage,flood pumping,W&WW,vertical,F&B,F&B application,food and beverage,vertical propeller pump,pump,propeller pump
ABB EB DAVID ROBOTICS 20;;Photos;teamwork,Employer Branding,United States of America,unknown individual,Robotics,Product manager,Global Campaign,Employer Branding campaign,ABB People,United States,ABB Robotics,US,robots
CN MOIM - 13;;Photos;factory,CN,MOIM
MOLM Västerås Factory Manufacturing - 21;Images from the MOLM Västerås factory photoshoot.;Photos;ABB employee,AMS,MOLM,AMS synchronous motor,worker,factory,Västerås,synchronous motor,working,engineer,ABB Sweden,ABB Machines,people,Factory worker
AdobeStock_278674817;Beautiful sand dunes in the Sahara desert at Morocco;Photos;landscape,beautiful,horizontal,dune,energy efficiency movement,heat,dry,holiday,energy,background,hot,morocco,horizon,desert,electrification,efficiency,movement,sunset,arabian,sand,panoramic,hill,sahara,Adobe Stock,clouds,empty
Inter City Express (ICE);Delivery of the first Inter City Express (ICE) to the German Bundesbahn in september 1986.;Photos;inter city express,ABB,1986,Bundersbahn,ICE,ICE delivery,Germany,historical image,train
Erich Labuda - 1;;Photos;Erich Labuda,head of business development,head of strategy,head of marketing,portrait,Labuda,business portait,functional imagery,business,head of,official portrait
Variable frequency drive and SynRM Evides Waterbedrijf water company_a;Drives and SynRM Motor - Evides Waterbedrijf water company;Photos;IEC low voltage AC motors,drives and motors,ABB Motion,IEC LV motors,Drives
Corporate Research Center ;in Baden, Switzerland.;Photos;Baden,corporate research,Fountain,Switzerland
AdobeStock_285236247;Quarry truck carries coal mined. A mining truck is driving along a mountain road. Road for the movement of heavy trucks.;Photos;ground,machinery,dirt,transport,pit,tractor,shovel,monster,dump,sky,open,energy,environment,digger,earth,construction,coal,wheel,metal,production,mine,truck,engineering,lift,adobe stock,vehicle,yellow,wagon,mineral,work,iron,AdobeStock,quarry,equipment,heavy,industry,machine,empty,large
Jesse Henson;Division President, NEMA Motors;Photos;business portrait,management,MO,Jesse Henson,Motion,portrait,functional imagery,business,official portrait
AdobeStock_601764526;;Photos;technician,man,protection,hardhat,woman,worker,project,construction,production,portrait,engineering,professional,one person,service,helmet,safety,maintenance,manager,engineer,confident,business,Adobe Stock,team,people,work,industrial,inspect,equipment,industry,male,machine,indoors
AdobeStock_588827540;Engineer working at control room.;Photos;security,plant,technician,server,technical,monitor,screen,interface,office,energy,software,logistics,innovation,controller,computer,communication,factory,control,production,internet,network,monitoring,system,working,engineering,professional,panel,technology,information,room,operation,department,engineer,Adobe Stock,programmer,team,power,support,specialist,work,industrial,AdobeStock,equipment,operator,photo
Employer Branding_Project Management_CMYK_1;Images to be used for Employer Branding and HR Marketing (CMYK, batch 3);Photos;Employer Branding,management,marketing,human resources,project,Employer Branding campaign,HR,project management,marketing materials,ABB employer branding
VD4-AF1 indoor circuit breaker;VD4-AF1 Medium-voltage indoor circuit breaker;Photos;Medium voltage,VD4 AF,indoor,circuit breaker,Motion
AdobeStock_598093961;;Photos;pollution,structure,plant,tank,nature,environment,recycling,purity,purification,water purifier,filter,liquid,construction,factory,waste,biology,water recycle,water,drinking water treatment,filtration,microbiology of drinking water,system,reduce,technology,reduction,dirty,manufacturing,water treatment,storage,ecology,desalination,ecosystem,wastewater,Adobe Stock,steel,container,industrial,treatment,equipment,industry,machine
Synchronous motors water irrigation 02;;Photos;water pumping station,PAEN,Synchronous motor,Motion,Process Automation,irrigation system,Water,PA
Turbine testing centre ;Staff at turbine testing-centre, 1910.;Photos;CH-COM,1910,turbine testing centre,historical image,Switzerland,turbine staff
B&R - Always the right connection;In a width of only 37.5 mm, B&R's Compact-S PLC series offers POWERLINK, Ethernet, USB, RS232 and RS485. Optional interface slots open up the entire range of X20 fieldbus interfaces. ;Photos;PLC,right connection,powerlink,B&R,X20
GettyImages - 1411273204;Lake Naret Dam;Photos;outdoors,landscape,structure,GettyImages,lake,aerial view,nature,Getty Images,sustainable,water,view,grass,resources,dam,Lake Naret,Switzerland,scenery
ABB Ability 3;;Photos;Condition Monitoring,digital Powertrain,Smart Sensor
Industry - Metals 2;Hot steel being rolled to shape in mill in steel manufacturing plant.;Photos;plant,danger,heat,electricity,safe,energy,process,material,metals,light,factory,metal,shape,water,production,skill,hot,rate,glow,mill,manufacturing,safety,Adobe Stock,rolling,steel,industrial,roll,industry
Marine & Cranes, Helsinki factory, Finland;;Photos;Helsinki factory,Azipod,factory,cranes,marines,helsinki
GettyImages_1196126435;Blue curved glass skyscraper facade reflections against sky;Photos;facade,curved,scycrapers,GettyImages,blue,Getty Images,glass,scycraper,infrastructure,building,reflections
Dynamo Nr 1 Gottfrid Stromberg 1889;The first machine made by Stromberg, Finland.;Photos;first machine,Stromberg,1889,historical image,dynamo
AdobeStock_706556085;Warehouse worker in a security suit uses a digital tablet to inspect inventory in a large warehouse. Distribution center. Logistics and export of business.;Photos;horizontal,logistic,occupation,box - container,store,man,employee,shelf,indoor,cargo,delivery,factory,stock,shipping,distribution,box,cardboard box,merchandise,cardboard,professional,retail,technology,package,manufacturing,storehouse,storage,person,business,Adobe Stock,work,warehouse,industrial,holding,AdobeStock,inventory,industry,male,warehouse worker
GettyImages_1347873815;Passenger looking at smart phone whilst wheeling luggage on airport terminal footbridge as he rushes to board airplane;Photos;terminal,GettyImages,passenger,Getty Images,footbridge,wheeling,airport,smartphone,luggage,airplane,board airplane
B&R - Manuel Sanchez Marchan 2024;;Photos;linkedin quote,website,Business Portrait,quote,Product manager,product management,B&R employees,B&R,Manuel Sanchez Marchan,business people
Employer Branding - 13;;Photos;branding,employer branding,marketing,human resources,HR,employer branding campaign,marketing materials,HR marketing,ABB employer branding,employer
B&R - Andrej Kolmanic 2024;;Photos;linkedin quote,website,Andrej Kolmanic,Business Portrait,quote,Product manager,product management,B&R employees,B&R,business people
AdobeStock_632575568;;Photos;aerial,import,forwarder,cargo port,carrying,crane,transport,seaport,custom,mooring,tank,load,container yard,economical,logistics,cargo,working sea,marine,shipping,water,economy,control,carrier,box,ship,contrail,export,technology,service,commission,engineer,marina,Adobe Stock,container,inventory,industry,cruise ship
ABB Future of work 1249 ;;Photos;working people,Employer Branding,robot,collaboration,IRB 360 Flexpicker,man,indoor,future of work,IRB 360,People,Employer Branding campaign,Employee,FlexPicker,Looking,picking,Employees,day,robots,checking
Employer Branding Photoshoot - 104;;Photos;Cracow,branding,Krakow,employer branding,ABB,ABB Poland,Poland,photoshoot,employer
ABB Formula E 2024 Season 10 - 15;;Photos;race,Formula E,season 10,fe,championship,car,s10,ABB Formula E,motorsport,racing,sport,2024,race car,electric car
AdobeStock_199130390;;Photos;chemicals,chemistry,medicine,pharmaceutical,workwear,development,center,pharmaceuticals,factory,biotechnology,production,science,research,room,protective clothing,laboratory,workers,clean,Adobe Stock,people,work,equipment,industry
ABB_Living_Space_Experience_Showroom_Warsaw_004;Showroom ABB Living Space Experience Warsaw;Photos;design,home,buildings,interiordesign,smarthome,interior,smartbuildings
Senior woman holding Easter cake near family;senior woman holding easter cake near family during easter celebration,stock image;Photos;season,kid,painted,pastry,easter,granny,holiday,grandma,home,adult,parents,blur,easter cake,food,grandmother,together,women,celebration,preadolescent,spring,grandparent,senior,family,granddaughter,preteen,event,elderly,Adobe Stock,easter eggs,people,stock image,child,daughters,mothers,girl,meal,festive,dinner,traditional,indoors
Sustainable shipping;;Photos;process automation,sustainable,marine,shipping,PAMP,PA
AdobeStock_286096333;New development urban apartment building with pathway and nice landscaping in suburbs area of Dallas, Texas, USA. Multi-Storey flat unit, group housing complex condos for modern living style;Photos;rental,facade,apartment,suburb,residence,street,structure,terrace,town,Contemporary,USA,porch,cityscape,condominium,Tower,residential,townhome,Luxury,windows,high density housing,New,home,courtyard,modern,Pattern,Concrete,urban,house,cloud blue sky,balcony,property,sidewalk,texas,townhouse,condos,upscale,downtown,community,accommodation,neighborhood,richardson,rowhouse,block,tall,housing,exterior,real estate,building,Adobe Stock,Family,high rise
AdobeStock_839043375;Male scientist holding digital tablet examining machinery in laboratory.;Photos;researching,machinery,Laboratory Coat,Efficiency,technician,examination,electricity,occupation,man,wireless,industrial building,expertise,adult,quality,innovation,computer,communication,factory,scientific,electrical,digital tablet,Electrical Equipment,Wireless Technology,scientist,digital,science,working,engineering,standing,research,technology,effectivity,laboratory,Quality check,coat,business,smiling,device,Adobe Stock,people,work,check,industrial,holding,equipment,industry,tablet,Scientific Experiment,examining
GettyImages_894715134;;Photos;horizontal,waves,GettyImages,Getty Images,horizontal image,architectural,image,architectural detail,abstract,detail
GettyImages_1351964143;UK, York, Close-up of woman's hand holding charging plug at charging station;Photos;GettyImages,United Kingdom,station,Getty Images,charging station,charging,CHAdeMO,charging plug,plug,CCS,York,scenery
IT programmer working on desktop computer;Diverse Office: Portrait of Beautiful Smiling Indian IT Programmer Working on Desktop Computer. Female Specialist Creating Innovative Software. Professional Engineer Develop Inspirational App;Photos;designer,beautiful,using,e business,e-commerce,job,design,diversity,IT,employee,development,screen,woman,cybersecurity,office,worker,software,data,programming,customer,innovation,information technology,computer,program,portrait,internet,web,cyber security,face,creative,empowered,app,working,professional,technology,information,service,application,engineer,confident,online,business,Adobe Stock,programmer,support,specialist,work,indian,female,operator,code
Thomas Hogfors;"Global General Counsel 
";Photos;business portrait,management,MO,Motion,portrait,functional imagery,business,Thomas Hogfors,official portrait
AdobeStock_351044163;Video conference. Business partners communicate via video conference using laptop. The guy talks with his business partners appearance about plans and strategy. Distant work;Photos;call,teamwork,discussing,meeting,businesspeople meeting,using,young,distant view,briefing,videocall,man,business team,working at home,screen,indoor,home,zoom,communication visual,communication,business meeting,digital partner,home remote,attractive man,distance concept,webcast,video call,People,casual business,Group,online learning,corporate negotiation,lifestyle,technology,Video,brainstorm,remote,discussion,meeting online,online,chat,device,Adobe Stock,business people,work,Businessman,freelancer,online chatting,videoconference,laptop,conference,corporate
AdobeStock_1279746385;Male electrician working in switchboard with electrical connecting cable. Young adult electrical engineer in special clothes with flashlight on helmet in dark room with emergency lights in background.;Photos;fuse,lantern,technician,hard hat,electricity,electrician,man,energy,repair,install,services,construction,electrical,professional,panel,power outage,switchboard,cable,engineer,emergency lighting,Adobe Stock,work,AdobeStock,equipment
AdobeStock_408275178;Electrician engineer work tester measuring voltage and current of power electric line in electical cabinet control.and wires on relay protection system. Bay control unit. Medium voltage switchgear.;Photos;fuse,electric,Power generation,unit,enclosures,terminal,technician,electricity,tool,Electrician,relay,multimeter,protection,.. switchgear,PAEN,worker,wiring,repair,board,services,Service,factory,electrical,Construction,Commissioning,Power,Builder,system,Control,engineering,professional,panel,voltmeter,Process Automation,technology,cabinet,hands,switchboard,helmet,current,measurement,mounting,switch,Safety,cable,maintenance,engineer,..circuit,circuit,electricians,Adobe Stock,..measurement,work,check,meter,voltage,industrial,installing,Equipment,PA,repairman,crew,switchgear,inspect,industry,measure,screwdriver,installation
AdobeStock_622830110;A big LNG tanker ship travelling over the calm ocean during sunset as a concept for international fuel industry. AI generated.;Photos;sea,aerial,import,calm,vessel,global,ocean,transport,motion,fuel,blue,logistics,cargo,boat,delivery,travel,liquid,tanker,marine,shipping,water,panorama,carrier,commerce,background,ship,gas,oil,export,sunset,adobe stock,maritime,speed,nautical,business,clouds,lng,freight,ai generated,AdobeStock,commercial,industry,photo,trade,large
B&R - Jason-Li 2025 - 21;Regional Managing Director of Greater China region.;Photos;business portrait,Jason-Li,management,office,interview,portrait,business portait,B&R,business people,B&R Social Media,conversation,official portrait
Baden & Turgi Photoshoot 37;;Photos;motion,factory,Baden,photoshoot,Turgi,Switzerland
Photoshoot_Stoosbahn_004;Stoosbahn motor;Photos;tourism,furnicular,transport,drives,motors,photoshoot,alps,mountains,stoosbahn,stoos
NASCAR media images - 02;;Photos;race,engineered to outrun,car,nascar,motorsport,sport,electrification,race car,abb,electric car
Heikki Vepsäläinen - 1;Heikki Vepsäläinen, Division President, Large Motors and Generators;Photos;business portrait,Heikki Vepsäläinen,Vepsäläinen,motion,management,division president,portrait,business
EL Service - People image - 40;"ABB Electrification Service.
Collection of photos, images and graphics from Electrification Service that can be used for internal and/or external purposes.";Photos;electrification service,ELSE,EL,Australia,electrification,service,EL service,people
AdobeStock_232797013;Marine service technician or serviceman near VSAT terminal on deck of vessel or ship. He is filling checklist;Photos;navigational officer,sea,paperwork,security,deck,vessel,terminal,technician,mate,job,man,checklist,broadband,seaman,transponder,papers,interface,officer,repair,jobsafety,serviceman,Service,french,communication,marine,chief,tranceiver,satellite,network,ship,coverall,professional,Caucasian,connection,helmet,Maritime,routine,protective,offshore,maintenance,overall,Adobe Stock,work,check,industrial,vsat,earth station,industry,sealife,seawork
Dry cargo vessels;;Photos;dry,process automation,vessels,cargo,cargo vessels,marine cargo,PAMP,PA
ABB Formula E 2024 Season 10 - 20;;Photos;race,Formula E,season 10,fe,championship,car,s10,ABB Formula E,motorsport,racing,sport,2024,race car,electric car
AdobeStock_243500089;Young Asian man worker doing stocktaking of product in cardboard box on shelves in warehouse by using digital tablet and pen. Physical inventory count concept;Photos;mall,pen,shopping,counting,young,supermarket,selection,Product,job,management,man,paper,shelf,worker,logistics,sales,Service,delivery,factory,courier,stock,box,digital,merchandise,cardboard,grocery,Control,taking,working,professional,stack,package,Warehouse,storage,assistant,wholesale,person,Cart,trolley,Adobe Stock,Business,holding,inventory,asian,stocktake,tablet,supplier,goods,checking
B&R - Susana-Gonzalez 2025 - 20;"Susana Gonzalez, 
Chief Sales Officer Machine Automation, B&R (A Member of the ABB Group)";Photos;business portrait,portrait,Machine automation,B&R,Susana Gonzalez,B&R Eggelsberg,business people,people,ABB B&R,Management,official portrait
shutterstock_1908949927;team of four creative engineers working with virtual reality, young woman testing VR glasses or goggles sitting in the office room.;Photos,3D;Shutterstock,goggles,young,future,design,man,hardhat,woman,simulator sitting,modern,inspector,project,headset,shopping simulation,glasses,looking,people person,play,innovation,computer,construction,experience,background,digital,3d,entertainment,futuristic,technology,reality,helmet,game,person,watching,business,device,people,vr,work,foreman,female,equipment,industry,gadget,male,virtual,simulation,video
RoRo - Marine;Marine applications specific vessel images;Photos;vessel,Marine,#Motion,System Drives,image,application image
DoubleConeBlender;"Mixer type: Dry blending
Typical application: Mixer
Typical segment: Food, Chemical, Pharma
Typical power range: <45kW
Actual motor: 1,5kW

Additional info: 
The double cone mixer is used in dry mixing of powders and granules. Rotating chamber can be also vacuumed or hygienically connected to the process.";Photos,3D;render,Cone blender,Double cone blender,F&B,Motion,3d rendering,food and beverage,pharmaceutics,blender,Food,chemical
Industry - Food and Beverage 1;Brown plastic bottles with beer moving on conveyor. Concept production line of brewery. Modern food industry.;Photos;machinery,pasteurization,plant,malt,chill,dark,modern,factory,plastic,company,cold,production,background,brown,drink,brewery,beverage,technology,manufacturing,food and beverage,storage,condensation,closeup,fermentation,bottle,brew,Adobe Stock,lager,interior,beer,equipment,industry,machine,line
AdobeStock_1097864493;A group of analysts focused on data analysis using multiple screens in a tech-driven office setting during evening hours.;Photos;teamwork,solutions,strategies,productivity,digital display,collaboration,trends,generative,design,screens,networking,results,development,office,software,charts,modern,process,professionals,urban,innovation,information technology,statistics,graphs,communication,evening,computers,performance,AI,research,technology,insights,analysts,engineers,analysis,metrics,planning,data analysis,workspace,business,Adobe Stock,team,data visualization,AdobeStock,workflow,tools,corporate
AdobeStock_215203483;Creamy tomato sauce food photography recipe idea;Photos;healthy,broth,vegetarian,basil,Italian,sauce,food photography,herb,seasoning,idea,hearty,tomato soup,vegan,recipe,creamy,vegetable,recipe idea,making,pot,orange,kitchen,cuisine,cooking,person,hand,puree,tomato,Adobe Stock,Food,soup,holding,photography,green,tomato sauce
AdobeStock_281148366;Swiss flag wavingon a Mannlichen viewpoint with peak of Jungfrau mountain on the background, Bernese Oberland Switzerland;Photos;aerial,outdoors,Swiss,Bernese Oberland,tourism,summit,european,roofs,Alpine,Swiss flag,mannlichen,europe,mountain,rock,scenic,waving,nature,sky,Flag,peak,monch,hiking,destination,top,Skyline,travel,touristic,house,swiss alps,old,alps,picturesque,tourists,jungfrau,chalet,view,cliff,ICE,grass,mount,viewpoint,summer,Adobe Stock,famous,landmark,snow,Switzerland
Young  man using smartphone at street;Young man smiling confident using smartphone at street;Photos;outdoors,cellphone,laughing,young,street,fashion,happiness,town,casual,man,joy,arabic,road,adult,urban,looking,outside,arab,expression,background,internet,confidence,typing,standing,message,lifestyle,cool,enjoy,technology,happy,beard,arabian,phone,stand,smile,sunny,person,sunlight,smartphone,outdoor,confident,exterior,online,smiling,Adobe Stock,texting,positive,city,male,handsome,fun
AdobeStock_502133929;Woman entrepreneur commuting to work. Using and holding mobile phone. Public transport concept. High quality photo.;Photos;terminal,transportation,journey,passenger,entrepreneur,commute,subway,station,wait,woman,modern,travel,arrival,waiting,background,formal,app,technology,phone,platform,person,railroad,smartphone,manager,business,Adobe Stock,businesswoman,train,commuter,railway,texting,female,search,mobile,checking
AdobeStock_307804704;Aerial view of wind turbine farm. Wind power plants in green landscape against sunset sky with clouds. Aerial, drone inspection of wind turbine.;Photos;ecologic,electric,green energy,green technology,development,wind mill,climate,alternative,environment,sustainable,innovation,generate,wind,eco,production,generation,windmill,ecological,environmental,technology,windturbine,mill,blades,ecology,clean,wind power,wind turbine,Adobe Stock,power,propeller,industrial,sustainability,windmill turbine,green,industry,generator,global warming,inspection,renewable,turbine
B&R - Manufacturing worker man person in factory portrait;Professional male engineer or manufacturing worker man person in factory portrait, smart industry business manager occupation job with safety helmet for construction work, machinery foreman;Photos;machinery,smart,architect,young,plant,technician,hard hat,occupation,job,man,employee,workplace,indoor,worker,adult,inspector,construction,factory,metal,control,production,portrait,workshop,uniform,professional,standing,builder,technology,mechanic,helmet,manufacturing,profession,smile,safety,B&R,person,maintenance,manager,engineer,confident,business,Adobe Stock,work,foreman,warehouse,equipment,heavy,industry,male,operator
AdobeStock_505072938;Red speed boat fast movement on the water top view.;Photos;sea,aerial,tourism,journey,lake,aerial view,blue,wealth,boat,travel,high-performance,speedboat,cruise,water,performance,expensive,movement,leisure,red,wave,speed,bird view,top view,summer,luxury,Adobe Stock,people,fast,motorboat,AdobeStock,high speed,speed boat
Employer Branding Photoshoot - 102;;Photos;Cracow,branding,Krakow,employer branding,ABB,ABB Poland,Poland,photoshoot,employer
Segments - Fruits and vegetables 1;Tarocco orange fruits in a washing machine of a modern production line.;Photos;machinery,fruits and vegetables,selection,texture,store,tank,phase,Sicily,washing,cycle,sicilian,process,citrus,buffing,cleaning,processing,factory,tarocco,production,basin,food,mediterranean,working,polishing,orange,red,storage,group,Adobe Stock,industry segments,work,industrial,segments,italian,treatment,bath,industry,machine,line,fruit
Employer Branding_Students_CMYK_3;Images to be used for Employer Branding and HR Marketing (CMYK, batch 3);Photos;Employer Branding,marketing,human resources,Employer Branding campaign,students,HR,marketing materials,ABB employer branding
B&R Printing Industry LinkedIn Images13;;Photos;linkedin quote,Printing Industry,linkedin,printing,social media,Sustainability,B&R Social Media
Employer Branding_Sustainability_3;"Images to be used for Employer Branding and HR Marketing purposes (digital use; batch 3)";Photos;Employer Branding,Employer Branding campaign,sustainability,ABB employer branding
Industry - Mining and minerals 3;Transportation conveyers - Collahuasi, Chile. ;Photos;post_prod,copper,transportation conveyer,mine,System 800xA,Chile,Process Automation,mining,PAPI,Collahuasi,mining and minerals,copper with system,Copper Mine,PA,industry
GettyImages_1292715419;Aerial flying through a very green lush valley in Switzerland in the Swiss Alps, looking over a waterfall flowing down the side of a mountain, set in a valley surrounded by rocky cliffs and waterfall, on a partly cloudy late afternoon day;Photos;aerial,GettyImages,waterfall,cliffs,mountain,Getty Images,rocky cliffs,lush valley,rocky mountains,Switzerland,rocky,Swiss Alps
Employer Branding_Early Talents_3;Images to be used for Employer Branding and HR Marketing purposes;Photos;employer branding,marketing,early talents,human resources,HR,employer branding campaign,people working together,marketing materials,ABB employer branding,people working
Ondel-Ondel Dolls;Ondel-ondel is a traditional big doll from Betawi's culture, a Jakarta's traditional culture that used in exorcise ritual in the past, but in modern days it used to entertain people. The red face is the man & The white face is the woman. It's all made from bamboo for the body structure, wood or fiber glass for its face, coconut fiber for hairs, colorful fabric sheets as the dress & other materials. The doll is human operated from inside of the body.;Photos;tourism,beautiful,fabric,diversity,jakarta,unique,ethnic,art,color,white,face,big,entertainment,exorcise,exorcist,batavia,asia,ritual,red,doll,colorful,culture,betawi,Indonesia,Adobe Stock,traditional
AdobeStock_1160510499;;Photos;teamwork,organization,outdoors,productivity,plant,fieldwork,collaboration,electricity,site,consultation,development,energy,modern,expertise,supervision,progress,project,innovation,construction,communication,observation,system,engineering,professional,efficiency,technology,operations,infrastructure,engineers,safety,planning,coordination,discussion,Adobe Stock,power,utility,helmets,industrial,AdobeStock,equipment,tablet,inspection
Industry - Petrochemicals 1;Hydrogen power plant large steel tanks and pipes. Big power plant pipes and steel tanks.;Photos;sunrise,chemistry,pollution,plant,site,manufacture,fuel,leak,fluid,pipeline,tube,shaft,environment,tower,piping,liquid,construction,factory,crude oil,supply,company,petrochemical,water,pipe,transfer,gas,underground,oil,engineering,technology,service,repaired,manufacturing,infrastructure,refinery,maintenance,smock,Adobe Stock,power,pump,industrial,equipment,heavy,industry,chemical,petrochemicals
B&R - PPC3200 interface;B&R Industrial PC, Panel PC 3200;Photos;PPC 3200,interface,PPC 2300,industrial PC,Panel PC 3200,B&R
E-bus Traction Battery DS 1009 V01;;Photos;traction,transportation,e-bus,1009 V01,battery,DS 1009 V01,electric bus,mobile epower,mobile e-power,power,product
ABB EB KEY ANNA 1;;Photos;teamwork,Employer Branding,talking,indoor,office,bright,anna,Product manager,working,Global Campaign,Employer Branding campaign,ABB People,people working together,genuine,Smiling,day
ABB EB KEY ANNA 1;;Photos;teamwork,Employer Branding,talking,indoor,office,bright,anna,Product manager,working,Global Campaign,Employer Branding campaign,ABB People,people working together,genuine,Smiling,day
AdobeStock_669624877;Woman with shopping bag next to a charging electric car in the yard of a country house.;Photos;electric,shopping,transportation,transport,electricity,station,woman,backyard,energy,environment,recharge,charging station,sustainable,decarbonizing,house,environmentally friendly,country,car,eco,ecological,clean mobility,low emissions,charge,technology,plug,private,electric vehicle,vehicle,cable,ecology,mobility,outdoor,energy efficiency,bag,Adobe Stock,low,power,sustainability,female,green,equipment,electric car,rechargeable,cottage
Modern dam reconstruction;Aerial view on the reconstruction of the dam at the big large lake;Photos;aerial,landscape,structure,crane,lake,blue,nature,environment,stone,modern,dynamic,construction,catchment,water,background,river,big,concrete,view,wall,high,cloud,reservoir,clean,dam,Adobe Stock,clouds,flood,area,green,scene,reconstruction
Rotary drill Mining;Mining application specific visuals;Photos;visual,#Motion,Mining,System Drives,application image,mining industry,rotary drill
Segments - Bakery and confectionary 3;AdobeStock_490017077;Photos;sweets,store,confectionary,confection,products,factory,company,food,dessert,export,retail,manufacturing,confectionery,group,bakery,culinary,business,Adobe Stock,industry segments,segments,works,industry,bakery and confectionary,product,decoration
AdobeStock_226313598;Industrial pipes on street construction.;Photos;ground,street,drainage,pipeline,tube,road,piping,heating,construction,outside,utilities,metal,pipe,background,gas,oil,system,engineering,technology,drain,pipes,rack,Adobe Stock,work,industrial,installing,equipment,industry,line,large
AdobeStock_320595264;;Photos;teamwork,brainstorming,meeting,energy efficiency movement,businesspeople,briefing,explain,talk,cooperation,employee,woman,break,laughter,successful,office,worker,energy,colleagues,project,idea,communication,company,laugh,boardroom,professional,electrification,efficiency,happy,movement,negotiation,have,person,listen,discussion,concept,business,smiling,Adobe Stock,team,people,work,client,conversation,female,positive,speak,share
B&R - Innovations website images 4K - 5 04 APRIL;B&R Innovations images MAY-JUNE 2025;Photos;4K,ai,website,innovation spotlight,products,images,innovation,industries,b&r software,image,B&R,B&R Social Media
ABB_EB_KEY_JONATHAN_2_CMYK;;Photos;teamwork,Employer Branding,collaboration,software engineering,control systems,unknown individual,Renewable Energy,Product manager,People,Global Campaign,grid,Employer Branding campaign,ABB People,Energy,HR,Sweden,jonathan,rev_AS
AdobeStock_214815557;Manager in warehouse holding digital tablet .;Photos;transportation,logistic,occupation,man,wireless,logistics,cargo,businessman,delivery,factory,supply,stock,shipping,distribution,merchandise,cardboard,working,technology,package,storehouse,storage,manager,serious,business,Adobe Stock,warehouse,industrial,freight,shelves,AdobeStock,industry,tablet,male,goods,indoors
Modular induction motor (type AMI);"3.5MW MV motors, Changi water reclamation plant, PUB Singapore.

ABB's 3.5 megawatt high-efficiency motors and water-cooled medium-voltage drives power and control the huge pumps at exceptional levels of energy efficiency.

The Changi Water Reclamation Plant is a project of PUB, Singapore's national water agency. It is regarded as one of the world's most visionary water projects. The deep tunnel sewerage system is designed to collect, treat and reclaim used water produced by the city-state for the next 100 years.";Photos;AMI,Modular induction motor,Motion,induction,induction motor,modular
AdobeStock_268187106;Frosty fir branches at christmas tree farm.;Photos;farm,conifer,fir,nature,trees,forest,christmas tree,spruce,ektar,35mm,tree,christmas,evergreen,frost,close up,branches,Adobe Stock,snow,detail,green,photo,look
